project_id,project_name,project_type,region,site,capacity,total_cost_usd,civil_cost,mechanical_cost,electrical_cost,automation_cost,contingency_pct,execution_year,country
P-2027-176,Packaging Line Project 176,Packaging Line,Europe,Ohio Plant,264,60110807.98,10112061.22,24330326.9,10837483.41,5784543.95,0.093,2027,Italy
P-2027-177,Packaging Line Project 177,Packaging Line,North America,Ohio Plant,315,55124717.6,7888494.5,24165775.37,10514274.78,5053593.56,0.075,2027,United States
P-2027-178,Filling Line Project 178,Filling Line,Europe,Ohio Plant,646,75152021.48,12860270.46,32479135.63,10140136.26,6351169.92,0.121,2027,Poland
P-2027-179,Filling Line Project 179,Filling Line,Europe,Le Havre Plant,1235,74885287.35,8104193.7,32411061.7,9607636.54,7182415.09,0.2,2027,France
P-2028-180,Packaging Line Project 180,Packaging Line,Europe,Le Havre Plant,493,12445433.5,1085302.6,5705556.79,2021678.44,1028351.99,0.18,2028,Poland
P-2028-181,Filling Line Project 181,Filling Line,Europe,Le Havre Plant,370,100981460.36,9233630.61,41250359.48,18716497.53,10495235.16,0.167,2028,United Kingdom
P-2028-182,Plant Expansion Project 182,Plant Expansion,North America,Ontario Plant,784,58056684.45,6255886.36,27064328.93,11228388.15,4511588.89,0.09,2028,Canada
P-2028-183,Processing System Project 183,Processing System,North America,Warsaw Plant,755,94492240.7,12138542.81,40183033.69,16963714.62,6923439.19,0.152,2028,Mexico
P-2028-184,Processing System Project 184,Processing System,North America,Iowa Plant,459,33700467.62,5401315.73,16737905.19,5525472.06,2022926.6,0.05,2028,Canada
P-2028-185,Processing System Project 185,Processing System,Europe,Ohio Plant,821,85715295.57,14682809.16,33888363.35,16431013.4,10899053.61,0.058,2028,France
P-2028-186,Processing System Project 186,Processing System,Europe,Iowa Plant,564,39177873.05,5810915.94,19013138.84,6808044.21,2389269.13,0.05,2028,United Kingdom
P-2028-187,Processing System Project 187,Processing System,Europe,Iowa Plant,460,95300763.67,15235331.29,46070974.76,16257147.39,6332568.26,0.05,2028,Germany
P-2028-188,Filling Line Project 188,Filling Line,Europe,Ohio Plant,474,75403758.44,11220009.38,29216167.46,12523331.21,8668190.87,0.115,2028,Germany
P-2028-189,Processing System Project 189,Processing System,North America,Warsaw Plant,336,130981404.71,18103775.74,50855777.3,24420808.88,12001136.82,0.148,2028,United States
P-2028-190,Processing System Project 190,Processing System,North America,Warsaw Plant,309,123580554.88,18779000.41,50688135.47,19942860.82,11890182.79,0.13,2028,Mexico
P-2028-191,Filling Line Project 191,Filling Line,Europe,Ohio Plant,485,79410421.11,13741485.02,32130224.63,13522183.89,7612180.16,0.114,2028,Italy
P-2028-192,Packaging Line Project 192,Packaging Line,North America,Le Havre Plant,677,75146306.82,12693763.19,28796635.26,13320318.91,8811441.37,0.103,2028,Canada
P-2028-193,Processing System Project 193,Processing System,Europe,Le Havre Plant,443,176077289.86,22096346.61,67165342.25,33562265.56,22071283.42,0.142,2028,Germany
P-2028-194,Packaging Line Project 194,Packaging Line,Europe,Ohio Plant,212,49925319.8,6953838.1,22776893.26,9265331.68,5266916.4,0.061,2028,Poland
P-2028-195,Processing System Project 195,Processing System,North America,Iowa Plant,905,31981802.23,4272286.48,13896485.23,5243205.35,2769930.45,0.145,2028,United States
P-2028-196,Filling Line Project 196,Filling Line,Europe,Iowa Plant,108,101894581.96,11137252.7,44895570.75,15602120.71,9952051.76,0.147,2028,Germany
P-2028-197,Processing System Project 197,Processing System,North America,Iowa Plant,912,25570380.4,3507081.11,11137776.77,3957769.93,2361163.69,0.112,2028,United States
P-2028-198,Packaging Line Project 198,Packaging Line,North America,Le Havre Plant,691,72435011.45,10238886.26,28138003.31,13857733.39,8153677.19,0.111,2028,Canada
P-2028-199,Processing System Project 199,Processing System,Europe,Iowa Plant,461,129450258.26,20907583.0,59990402.82,22610154.06,7670471.57,0.08,2028,Poland
P-2029-200,Warehouse Automation Project 200,Warehouse Automation,North America,Manchester Plant,136,117050920.89,17161235.25,54017026.81,13927311.53,10146225.48,0.137,2029,Canada
P-2029-201,Processing System Project 201,Processing System,Europe,Iowa Plant,492,33850021.96,5393150.2,16383121.39,5803326.76,1957422.56,0.068,2029,Poland
P-2029-202,Filling Line Project 202,Filling Line,Europe,Manchester Plant,685,88852874.56,17714350.81,36488065.51,11295704.84,6906325.64,0.13,2029,France
P-2029-203,Packaging Line Project 203,Packaging Line,North America,Ohio Plant,947,134140436.56,17057244.2,61605549.39,17371764.22,15252819.82,0.112,2029,Mexico
P-2029-204,Warehouse Automation Project 204,Warehouse Automation,North America,Iowa Plant,545,11672942.51,1007105.73,5223574.39,1905545.4,1116729.57,0.167,2029,Canada
P-2029-205,Processing System Project 205,Processing System,Europe,Iowa Plant,472,105744609.18,18509601.32,51084942.29,17863314.83,7733399.95,0.05,2029,Germany
P-2029-206,Packaging Line Project 206,Packaging Line,Middle East & Africa,Johannesburg Plant,535,19363319.21,2614818.96,9224082.4,3511746.13,1431158.06,0.08,2029,Egypt
P-2029-207,Processing System Project 207,Processing System,Latin America,Bogota Plant,609,35875370.69,5646120.04,18000069.42,6624909.09,2044411.52,0.05,2029,Chile
P-2029-208,Processing System Project 208,Processing System,Europe,Manchester Plant,770,43311979.55,5778193.36,18674344.71,8207143.11,4850774.73,0.08,2029,Germany
P-2029-209,Plant Expansion Project 209,Plant Expansion,Middle East & Africa,Cairo Plant,797,69709852.16,7230528.7,32095751.72,9045580.39,7797872.53,0.176,2029,Egypt
P-2029-210,Plant Expansion Project 210,Plant Expansion,Europe,Ohio Plant,938,123372659.99,20252863.59,48843018.14,23144667.53,16025978.33,0.05,2029,Germany
P-2029-211,Packaging Line Project 211,Packaging Line,North America,Le Havre Plant,599,75725945.05,14516753.59,30469903.05,12589400.18,6553823.51,0.113,2029,Mexico
P-2029-212,Filling Line Project 212,Filling Line,Europe,Ohio Plant,740,70125634.42,7696589.14,33158883.28,8947887.66,5469722.22,0.162,2029,Italy
P-2029-213,Warehouse Automation Project 213,Warehouse Automation,North America,Ohio Plant,100,102622741.56,10395042.83,47854380.83,14467678.06,10687223.54,0.153,2029,Canada
P-2029-214,Packaging Line Project 214,Packaging Line,Europe,Modena Plant,174,48226991.63,7181250.75,20997395.64,8353170.0,4904551.61,0.081,2029,Italy
P-2029-215,Packaging Line Project 215,Packaging Line,Middle East & Africa,Dubai Plant,612,18762717.58,1925277.21,9318621.76,3356301.72,1284605.35,0.079,2029,Saudi Arabia
P-2029-216,Warehouse Automation Project 216,Warehouse Automation,Middle East & Africa,Riyadh Plant,709,67767150.2,8603778.89,31026857.8,11788603.07,5029082.41,0.121,2029,United Arab Emirates
P-2029-217,Processing System Project 217,Processing System,Latin America,Bogota Plant,1048,32713796.02,4126274.57,13590641.79,5703688.09,2903250.0,0.165,2029,Brazil
P-2029-218,Filling Line Project 218,Filling Line,Asia Pacific,Guangzhou Plant,488,67700800.49,9481630.75,29651700.57,12075037.31,6718063.58,0.111,2029,India
P-2029-219,Warehouse Automation Project 219,Warehouse Automation,Europe,Warsaw Plant,582,63980311.48,11169860.2,29438762.22,8938985.23,5960578.45,0.095,2029,Poland
P-2029-220,Packaging Line Project 220,Packaging Line,Europe,Ohio Plant,864,95766738.34,12773958.28,39964068.99,16000291.53,10148209.53,0.122,2029,United Kingdom
P-2029-221,Packaging Line Project 221,Packaging Line,North America,Ontario Plant,601,63117995.07,10405769.63,25084720.61,11821018.21,6690947.82,0.089,2029,Canada
P-2029-222,Warehouse Automation Project 222,Warehouse Automation,Middle East & Africa,Dubai Plant,643,86427858.64,13793994.89,40562783.47,17209900.89,6223836.91,0.057,2029,Egypt
P-2029-223,Processing System Project 223,Processing System,North America,Warsaw Plant,287,121608881.86,18522678.79,50756674.08,19734006.12,12152663.89,0.152,2029,United States
P-2029-224,Utilities Upgrade Project 224,Utilities Upgrade,Latin America,Sao Paulo Plant,233,84997837.94,11618751.17,37992472.54,13587892.61,8276308.83,0.114,2029,Peru
P-2029-225,Processing System Project 225,Processing System,North America,Warsaw Plant,1005,134688892.96,16991608.2,59742458.14,23466400.85,9433114.55,0.159,2029,United States
P-2029-226,Utilities Upgrade Project 226,Utilities Upgrade,Europe,Iowa Plant,554,106581620.79,21358858.68,49612115.83,16152968.28,7849475.72,0.05,2029,Poland
P-2029-227,Plant Expansion Project 227,Plant Expansion,North America,Ontario Plant,582,44200407.97,4734250.32,20832544.91,9993984.99,3397224.35,0.05,2029,Canada
P-2029-228,Packaging Line Project 228,Packaging Line,North America,Le Havre Plant,808,75775730.5,13388626.22,25976955.33,16743605.72,8538448.07,0.101,2029,Canada
P-2029-229,Utilities Upgrade Project 229,Utilities Upgrade,North America,Manchester Plant,123,84082935.9,16028928.87,36336092.56,12068703.36,7663308.38,0.088,2029,United States
P-2029-230,Filling Line Project 230,Filling Line,Europe,Le Havre Plant,906,75509329.71,8414539.92,33839400.75,9687597.37,7192297.64,0.2,2029,France
P-2029-231,Plant Expansion Project 231,Plant Expansion,North America,Warsaw Plant,768,92610669.69,11776235.92,37908382.08,17070901.58,7689941.64,0.16,2029,Mexico
P-2029-232,Plant Expansion Project 232,Plant Expansion,North America,Le Havre Plant,579,87280114.79,14343092.3,34800233.55,16833206.47,9607960.77,0.077,2029,United States
P-2029-233,Processing System Project 233,Processing System,North America,Ontario Plant,501,142206250.08,22199010.77,67346265.48,25008228.48,7925373.5,0.07,2029,Mexico
P-2029-234,Packaging Line Project 234,Packaging Line,Middle East & Africa,Johannesburg Plant,855,88500086.41,13640247.15,34799082.6,17474684.0,9578182.75,0.098,2029,South Africa
P-2030-235,Packaging Line Project 235,Packaging Line,North America,Ohio Plant,100,97737710.25,20134657.32,39855999.17,15814700.54,8455269.58,0.096,2030,Mexico
P-2030-236,Packaging Line Project 236,Packaging Line,North America,Le Havre Plant,658,85317119.68,14156963.93,29847026.87,18463850.64,9198939.25,0.105,2030,Canada
P-2030-237,Packaging Line Project 237,Packaging Line,North America,Iowa Plant,1149,176268776.64,20566045.17,88040370.67,19812714.48,19293701.22,0.109,2030,Canada
P-2030-238,Plant Expansion Project 238,Plant Expansion,Europe,Manchester Plant,503,30952792.45,4247152.07,14278032.38,4871718.18,2450629.35,0.115,2030,Germany
P-2030-239,Packaging Line Project 239,Packaging Line,Europe,Ohio Plant,220,77799353.37,12551062.55,33268493.57,13310623.59,7388182.39,0.092,2030,Italy
P-2030-240,Filling Line Project 240,Filling Line,Asia Pacific,Sydney Plant,132,121238324.25,12643609.74,61363865.35,18603027.74,11323371.92,0.092,2030,China
P-2030-241,Filling Line Project 241,Filling Line,Middle East & Africa,Cairo Plant,458,51009655.57,6906002.66,25103896.69,6583020.67,3648938.24,0.151,2030,South Africa
P-2030-242,Quality Lab Upgrade Project 242,Quality Lab Upgrade,Latin America,Lima Plant,635,13277212.81,1600830.34,6732405.03,1680255.87,903773.51,0.139,2030,Brazil
P-2030-243,Warehouse Automation Project 243,Warehouse Automation,Europe,Warsaw Plant,123,106874870.31,19681598.47,46428088.84,15877567.27,8165954.07,0.114,2030,Italy
P-2030-244,Processing System Project 244,Processing System,Europe,Ohio Plant,724,78720277.78,13915996.21,31040161.85,14961028.98,9999044.31,0.061,2030,Italy
P-2030-245,Mixing & Blending Project 245,Mixing & Blending,North America,Iowa Plant,502,48569747.62,8111876.38,24699016.5,7867502.29,2816847.7,0.05,2030,United States
P-2030-246,Filling Line Project 246,Filling Line,Europe,Ohio Plant,670,69909031.82,7556429.2,33569980.41,10495734.37,5668207.43,0.141,2030,Italy
P-2030-247,Packaging Line Project 247,Packaging Line,North America,Iowa Plant,541,21412511.01,3225874.74,10743414.91,2404958.71,2013302.39,0.101,2030,Canada
P-2030-248,Mixing & Blending Project 248,Mixing & Blending,North America,Ontario Plant,686,62938527.69,6211961.98,30231467.96,14223464.47,4328636.32,0.071,2030,Mexico
P-2030-249,Processing System Project 249,Processing System,North America,Warsaw Plant,785,111275472.77,13077547.22,50205009.29,18202952.35,7423848.5,0.16,2030,United States
P-2030-250,Filling Line Project 250,Filling Line,Europe,Le Havre Plant,747,105925080.26,12902677.7,42566999.86,20081759.03,7425660.97,0.175,2030,United Kingdom
P-2030-251,Warehouse Automation Project 251,Warehouse Automation,Latin America,Monterrey Plant,651,65328522.98,9520477.8,26921198.89,9700279.54,5139500.77,0.2,2030,Colombia
P-2030-252,Mixing & Blending Project 252,Mixing & Blending,Asia Pacific,Sydney Plant,656,53006410.77,4868132.58,25100614.93,11604582.32,4011423.81,0.085,2030,Japan
P-2030-253,Filling Line Project 253,Filling Line,Europe,Le Havre Plant,665,62112424.12,7560323.47,26858763.6,8920709.82,5429384.5,0.189,2030,Germany
P-2030-254,Packaging Line Project 254,Packaging Line,North America,Iowa Plant,982,17177757.38,2884115.08,7345971.68,4107931.33,1196707.14,0.05,2030,Canada
P-2030-255,Processing System Project 255,Processing System,Europe,Le Havre Plant,502,194598914.96,20506849.53,74048115.65,35589246.39,27538324.18,0.148,2030,United Kingdom
P-2030-256,Packaging Line Project 256,Packaging Line,Europe,Ohio Plant,234,54483295.28,7300172.27,23827851.04,10729324.38,6454333.83,0.054,2030,Italy
P-2030-257,Mixing & Blending Project 257,Mixing & Blending,North America,Ontario Plant,494,33644742.47,4747629.02,16447302.9,6542123.3,2059580.42,0.05,2030,United States
P-2030-258,Processing System Project 258,Processing System,North America,Iowa Plant,544,36817177.32,6235014.77,17754405.07,6899491.84,2383194.86,0.05,2030,United States
P-2030-259,Mixing & Blending Project 259,Mixing & Blending,Europe,Iowa Plant,117,115476541.81,11260497.97,53928176.78,21028793.48,10544582.31,0.131,2030,France
P-2030-260,Processing System Project 260,Processing System,Europe,Le Havre Plant,569,43560219.45,6310074.3,21695641.03,7786763.19,2250511.39,0.05,2030,Italy
P-2030-261,Packaging Line Project 261,Packaging Line,North America,Manchester Plant,119,155421223.46,24368765.01,74027298.27,17873478.29,14966792.62,0.12,2030,United States
P-2030-262,Packaging Line Project 262,Packaging Line,North America,Iowa Plant,970,23103813.54,3524514.2,9484879.89,5409893.58,1469437.68,0.072,2030,United States
P-2030-263,Filling Line Project 263,Filling Line,Latin America,Sao Paulo Plant,395,72975461.96,13375155.74,28630029.95,13152653.5,6652254.36,0.117,2030,Chile
P-2030-264,Processing System Project 264,Processing System,North America,Ohio Plant,228,38857921.51,4801559.04,15735030.24,8450678.64,2286768.2,0.165,2030,Mexico
P-2030-265,Plant Expansion Project 265,Plant Expansion,Latin America,Sao Paulo Plant,346,116459210.37,20330103.28,53904906.15,18929457.71,6300355.33,0.085,2030,Colombia
P-2030-266,Packaging Line Project 266,Packaging Line,North America,Le Havre Plant,611,66870088.39,11673665.19,26059818.93,12762777.22,7600130.69,0.08,2030,Canada
P-2030-267,Quality Lab Upgrade Project 267,Quality Lab Upgrade,Europe,Iowa Plant,589,25925465.94,4721908.02,12548692.71,4162954.86,1491067.79,0.05,2030,Germany
P-2030-268,Plant Expansion Project 268,Plant Expansion,North America,Ontario Plant,730,56261979.75,6401318.23,25272027.89,11205274.67,4164227.18,0.088,2030,Canada
P-2030-269,Packaging Line Project 269,Packaging Line,Middle East & Africa,Riyadh Plant,634,80266203.85,13646690.24,33484391.19,10591483.0,9545653.34,0.121,2030,South Africa
P-2029-270,Packaging Line Project 270,Filling Line,North America,Ohio Plant,797,62760012.19,9131917.25,26494771.52,10780692.52,4915059.44,0.153,2029,United States
P-2030-271,Packaging Line Project 271,Filling Line,North America,Ohio Plant,117,112280028.67,23883903.77,46322358.84,14661483.72,10354688.71,0.101,2030,United States
P-2030-272,Filling Line Project 272,Filling Line,North America,Ohio Plant,100,99795785.8,10773385.31,53197601.06,14990619.63,6999248.26,0.093,2030,United States
P-2030-273,Packaging Line Project 273,Filling Line,North America,Ohio Plant,342,151764589.67,19189565.5,62139787.44,23203224.84,14904381.71,0.2,2030,Mexico
P-2029-274,Quality Lab Upgrade Project 274,Filling Line,North America,Ontario Plant,778,47443730.56,4489257.23,21325234.53,6196086.19,4813391.23,0.188,2029,Canada
P-2029-275,Processing System Project 275,Filling Line,North America,Ontario Plant,656,109990733.81,13311686.72,47801193.95,18253957.26,7184488.73,0.184,2029,Canada
P-2029-276,Packaging Line Project 276,Plant Expansion,North America,Ohio Plant,100,137716432.34,20277624.86,62761524.25,16675191.9,12583939.2,0.142,2029,Canada
P-2030-277,Filling Line Project 277,Plant Expansion,North America,Ontario Plant,359,73034441.36,10869990.49,28179563.08,10467528.49,9745679.97,0.119,2030,Mexico
P-2030-278,Processing System Project 278,Mixing & Blending,North America,Iowa Plant,196,35231907.44,4037462.07,14186495.61,7449187.68,2349240.05,0.182,2030,United States
P-2029-279,Packaging Line Project 279,Mixing & Blending,North America,Iowa Plant,376,63128911.76,9232317.05,28326753.34,10507364.01,5813936.34,0.086,2029,United States
P-2029-280,Processing System Project 280,Mixing & Blending,North America,Iowa Plant,687,80175154.99,12788501.31,30995692.91,16042782.34,8602598.42,0.086,2029,United States
P-2030-281,Processing System Project 281,Utilities Upgrade,North America,Iowa Plant,869,115174371.8,12401208.56,52635104.87,19054761.34,8609926.23,0.168,2030,Canada
P-2029-282,Filling Line Project 282,Utilities Upgrade,North America,Iowa Plant,948,56506379.64,6307620.96,24576600.22,7248646.36,5849843.4,0.2,2029,Mexico
P-2030-283,Packaging Line Project 283,Utilities Upgrade,North America,Ohio Plant,100,95043853.2,18447828.73,42314539.31,12444425.31,7110237.36,0.111,2030,Canada
P-2030-284,Plant Expansion Project 284,Utilities Upgrade,North America,Iowa Plant,892,60036847.04,6935555.73,29351061.41,11609527.71,4353109.14,0.077,2030,Canada
P-2029-285,Processing System Project 285,Utilities Upgrade,North America,Iowa Plant,876,42031596.55,4719565.16,19281573.01,6544815.26,3530603.17,0.147,2029,Mexico
P-2029-286,Utilities Upgrade Project 286,Warehouse Automation,North America,Ohio Plant,662,45910230.05,6281955.38,21734742.44,5240386.77,4261428.54,0.168,2029,United States
P-2029-287,Filling Line Project 287,Warehouse Automation,North America,Ohio Plant,519,60224759.99,9285897.26,24943080.39,11193953.93,6409916.3,0.103,2029,Canada
P-2030-288,Packaging Line Project 288,Warehouse Automation,North America,Ohio Plant,785,51506832.35,4774205.37,24010929.53,10246838.0,3775009.99,0.105,2030,Canada
P-2029-289,Packaging Line Project 289,Quality Lab Upgrade,North America,Ontario Plant,478,46559822.36,6437566.32,19519148.95,8695102.94,5223294.36,0.105,2029,Canada
P-2030-290,Mixing & Blending Project 290,Quality Lab Upgrade,North America,Ontario Plant,697,15128744.32,1043021.47,6500865.38,3079636.17,1316199.8,0.189,2030,Mexico
P-2029-291,Filling Line Project 291,Quality Lab Upgrade,North America,Iowa Plant,726,76662400.12,7466145.51,38758277.14,9978515.57,5535691.75,0.162,2029,United States
P-2029-292,Processing System Project 292,Quality Lab Upgrade,North America,Ontario Plant,939,144572790.25,17738843.77,70634522.61,17324271.82,16338965.62,0.113,2029,Mexico
P-2030-293,Filling Line Project 293,Quality Lab Upgrade,North America,Ohio Plant,347,57625359.66,8879144.19,25685243.14,7142139.05,4469536.78,0.131,2030,United States
P-2030-294,Mixing & Blending Project 294,Quality Lab Upgrade,North America,Ontario Plant,579,14296015.56,1328898.96,6476549.66,2054840.47,1254098.71,0.2,2030,Canada
P-2029-295,Processing System Project 295,Packaging Line,Europe,Manchester Plant,665,24230658.97,2888466.65,11686732.0,3380685.43,2065104.73,0.134,2029,France
P-2029-296,Processing System Project 296,Packaging Line,Europe,Modena Plant,292,37619414.46,4496799.68,15546586.03,8139709.46,2150206.85,0.171,2029,Poland
P-2029-297,Processing System Project 297,Plant Expansion,Europe,Manchester Plant,665,85236611.12,9879232.7,37489394.11,14562729.98,5399121.06,0.166,2029,France
P-2030-298,Processing System Project 298,Plant Expansion,Europe,Modena Plant,1034,32953082.08,4456191.91,15498575.64,5510294.07,3006668.42,0.095,2030,Germany
P-2029-299,Quality Lab Upgrade Project 299,Plant Expansion,Europe,Warsaw Plant,122,68580708.27,11532094.32,31245815.3,6684655.9,6216770.42,0.136,2029,United Kingdom
P-2029-300,Packaging Line Project 300,Plant Expansion,Europe,Manchester Plant,368,56885189.92,8417962.33,23753048.96,10415133.46,5600545.44,0.074,2029,Germany
P-2029-301,Filling Line Project 301,Mixing & Blending,Europe,Warsaw Plant,111,103025988.04,9491010.51,48942603.58,15755916.47,8642460.62,0.142,2029,Poland
P-2029-302,Processing System Project 302,Mixing & Blending,Europe,Le Havre Plant,885,26255937.5,4638977.6,11236488.59,3179733.09,3014850.46,0.106,2029,United Kingdom
P-2029-303,Filling Line Project 303,Mixing & Blending,Europe,Warsaw Plant,111,84788806.67,8226926.7,40141195.96,14621576.17,7684320.48,0.137,2029,Poland
P-2030-304,Quality Lab Upgrade Project 304,Mixing & Blending,Europe,Le Havre Plant,704,47267596.61,7456871.53,20575188.7,7533934.16,5098902.21,0.07,2030,France
P-2029-305,Processing System Project 305,Mixing & Blending,Europe,Modena Plant,299,105884643.73,18510706.08,42743968.67,17088194.3,10636699.1,0.107,2029,United Kingdom
P-2030-306,Mixing & Blending Project 306,Utilities Upgrade,Europe,Warsaw Plant,623,156175075.16,17622991.99,70910930.06,20894938.38,16566587.66,0.119,2030,Germany
P-2029-307,Plant Expansion Project 307,Utilities Upgrade,Europe,Warsaw Plant,548,89107434.0,14334687.53,41305460.6,11880426.41,7356107.36,0.129,2029,France
P-2029-308,Filling Line Project 308,Utilities Upgrade,Europe,Modena Plant,809,62625555.96,6446608.96,29860056.68,6923895.74,6473881.38,0.174,2029,Germany
P-2030-309,Utilities Upgrade Project 309,Utilities Upgrade,Europe,Warsaw Plant,615,56965969.78,8289087.78,22602134.6,11565477.45,6735547.42,0.074,2030,United Kingdom
P-2030-310,Packaging Line Project 310,Utilities Upgrade,Europe,Warsaw Plant,112,83937921.61,15767296.75,39217373.22,10352463.91,7011669.38,0.09,2030,Italy
P-2029-311,Filling Line Project 311,Warehouse Automation,Europe,Le Havre Plant,291,75679442.53,11357641.29,33625122.25,13277082.79,7154999.8,0.086,2029,Italy
P-2029-312,Packaging Line Project 312,Warehouse Automation,Europe,Warsaw Plant,878,24533655.02,3070169.9,10525123.51,5676209.31,1355909.22,0.094,2029,United Kingdom
P-2030-313,Processing System Project 313,Warehouse Automation,Europe,Warsaw Plant,335,76256705.77,9665090.57,34019103.14,14916329.67,7018173.62,0.086,2030,Germany
P-2029-314,Mixing & Blending Project 314,Warehouse Automation,Europe,Manchester Plant,810,70127564.4,10488380.2,29256886.25,12297261.06,8854265.54,0.05,2029,Germany
P-2030-315,Mixing & Blending Project 315,Quality Lab Upgrade,Europe,Warsaw Plant,719,102352474.64,13338428.36,42034829.21,17338486.96,8213332.53,0.15,2030,Italy
P-2030-316,Plant Expansion Project 316,Quality Lab Upgrade,Europe,Modena Plant,502,43150094.07,7308634.12,22166557.12,7137962.4,2490294.02,0.05,2030,Italy
P-2029-317,Processing System Project 317,Quality Lab Upgrade,Europe,Modena Plant,717,190280544.67,27903473.39,82853570.26,37839913.68,18291139.39,0.058,2029,Italy
P-2030-318,Processing System Project 318,Quality Lab Upgrade,Europe,Le Havre Plant,606,77975250.36,10039536.2,34850889.35,14023325.3,5521365.22,0.147,2030,Poland
P-2030-319,Processing System Project 319,Quality Lab Upgrade,Europe,Modena Plant,515,46061736.92,7017161.51,21985627.48,8332802.47,2374078.87,0.05,2030,Italy
P-2029-320,Filling Line Project 320,Filling Line,Asia Pacific,Bangkok Plant,599,48500207.08,9390671.23,19809612.93,8632140.37,5221919.63,0.05,2029,Japan
P-2030-321,Processing System Project 321,Filling Line,Asia Pacific,Singapore Plant,407,161328318.4,22646160.23,62376339.46,31607516.11,13082246.8,0.178,2030,China
P-2029-322,Processing System Project 322,Filling Line,Asia Pacific,Sydney Plant,441,99072266.29,14953936.69,50858397.26,15789640.01,5435768.55,0.05,2029,Singapore
P-2029-323,Utilities Upgrade Project 323,Filling Line,Asia Pacific,Singapore Plant,111,81741687.99,14339361.9,36665480.71,11702161.1,6552802.06,0.098,2029,Thailand
P-2030-324,Packaging Line Project 324,Packaging Line,Asia Pacific,Sydney Plant,473,54492492.84,7747172.71,22594316.15,10242285.77,6110657.89,0.109,2030,Thailand
P-2030-325,Packaging Line Project 325,Packaging Line,Asia Pacific,Singapore Plant,125,105686157.66,22153589.84,45447314.11,15152729.97,8121953.37,0.069,2030,Japan
P-2029-326,Plant Expansion Project 326,Packaging Line,Asia Pacific,Bangkok Plant,555,146021519.12,26120605.78,65506384.17,25474084.62,12215809.68,0.05,2029,Japan
P-2029-327,Packaging Line Project 327,Packaging Line,Asia Pacific,Singapore Plant,859,87332203.52,12390396.2,33601160.92,17462305.17,9839675.01,0.11,2029,China
P-2030-328,Plant Expansion Project 328,Packaging Line,Asia Pacific,Guangzhou Plant,114,123836602.4,13717912.4,57159073.95,18361553.97,12626545.74,0.112,2030,China
P-2030-329,Warehouse Automation Project 329,Packaging Line,Asia Pacific,Singapore Plant,235,30311654.2,4269653.59,10930043.67,7428780.71,1897963.9,0.178,2030,Singapore
P-2029-330,Utilities Upgrade Project 330,Processing System,Asia Pacific,Bangkok Plant,339,108341424.34,15304336.39,41254935.36,20109965.36,11394606.24,0.156,2029,Singapore
P-2030-331,Filling Line Project 331,Processing System,Asia Pacific,Singapore Plant,726,132674704.77,16921834.81,54173425.88,22599352.93,16967574.71,0.116,2030,India
P-2030-332,Mixing & Blending Project 332,Processing System,Asia Pacific,Sydney Plant,270,64374965.58,9627806.58,28529446.15,12089090.38,5913506.23,0.089,2030,Japan
P-2030-333,Processing System Project 333,Processing System,Asia Pacific,Singapore Plant,817,29735688.24,4161364.63,13120585.37,5368967.61,2534244.07,0.121,2030,Australia
P-2030-334,Quality Lab Upgrade Project 334,Processing System,Asia Pacific,Singapore Plant,426,18587933.4,3199044.93,8911644.14,3095085.87,1192173.26,0.05,2030,India
P-2029-335,Packaging Line Project 335,Processing System,Asia Pacific,Sydney Plant,353,69394343.53,10129994.16,31652449.58,12023258.74,6738951.55,0.057,2029,Australia
P-2029-336,Packaging Line Project 336,Plant Expansion,Asia Pacific,Sydney Plant,683,61470862.97,9210833.91,24778502.7,11422074.94,6448647.49,0.109,2029,Thailand
P-2030-337,Utilities Upgrade Project 337,Plant Expansion,Asia Pacific,Bangkok Plant,105,91338144.85,9299372.23,43522262.9,13994654.88,7718163.49,0.157,2030,Japan
P-2029-338,Packaging Line Project 338,Plant Expansion,Asia Pacific,Sydney Plant,598,60666872.42,9049929.63,23455175.4,10448846.68,7536394.2,0.137,2029,Japan
P-2029-339,Processing System Project 339,Plant Expansion,Asia Pacific,Guangzhou Plant,643,96621941.6,9769490.18,44956285.95,14869427.22,8812000.17,0.151,2029,Thailand
P-2029-340,Processing System Project 340,Plant Expansion,Asia Pacific,Bangkok Plant,956,26152429.64,3292112.89,12855747.95,4335670.44,2443055.89,0.075,2029,Singapore
P-2030-341,Packaging Line Project 341,Plant Expansion,Asia Pacific,Bangkok Plant,127,88533821.21,14619093.77,41413696.59,10153659.3,6728605.94,0.139,2030,Japan
P-2029-342,Packaging Line Project 342,Mixing & Blending,Asia Pacific,Bangkok Plant,742,72184270.76,10832274.28,25340316.97,15119043.66,8562334.12,0.112,2029,Singapore
P-2030-343,Packaging Line Project 343,Mixing & Blending,Asia Pacific,Guangzhou Plant,428,105389337.29,17894082.26,48373777.43,15727700.29,6716428.57,0.098,2030,Singapore
P-2029-344,Processing System Project 344,Mixing & Blending,Asia Pacific,Bangkok Plant,292,133439731.46,19207118.12,49115523.3,26660218.59,13274726.05,0.149,2029,Thailand
P-2030-345,Utilities Upgrade Project 345,Mixing & Blending,Asia Pacific,Bangkok Plant,788,37393013.24,3833092.04,18399928.05,7525290.79,2833943.7,0.077,2030,Japan
